example_id,nl_query,gold_query
e930,List all columns associated with business terms created in the past 5 years.,select t3.short_name from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.creation_date >= now() - interval '5 years'
e931,Print the names and descriptions of all users who own less than 10 assets.,"select t1.short_name, t1.description from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) <= 10"
e932,Print the id and creation date for all classification label column association relations.,"select edge_id, creation_date from edge_assoc_class_col"
e933,How many business terms does each user own?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e934,"Sort assets in the lake by type and creation date. Print their names, descriptions, types and creation dates.","select short_name, description, type_name, creation_date from node order by type_id asc, creation_date asc"
e935,How many nosql databases were created in the past week?,select count(*) from node_nosql where creation_date >= now() - interval '1 week'
e936,Print a complete list of pairs of unionable tables.,"select t1.short_name, t3.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.target_node_id join node_table as t3 on t2.source_node_id = t3.node_id"
e937,Print the mean size of a file belonging to each user for all users who own more than 25 files.,"select t1.node_id, t1.short_name, count(*), avg(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) > 25"
e938,List all tables that have more than 100 or more rows in them.,select short_name from node_table where num_rows >= 100
e939,Give me all pairs of joinable tables found in the last 24 hours.,select t1.short_name from node_table as t1 join edge_joinable_table_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t2.creation_date >= now() - interval '24hours'
e940,Print the names of relational databases owned by the lab.,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'cslab'
e941,Display the names of all the relational databases owned by cslab.,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'cslab'
e942,"Print the long name, creation date and description of the HR folder.","select long_name, creation_date, description from node_directory where short_name = 'human_resources'"
e943,Find all columns with word 'lead' in it's name within a table whose name starts with the word 'product'.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'produc%' and t3.short_name like '%lead%'
e944,Find all columns with word 'qtry' in it's name within a table whose name starts with the word 'product'.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'product%' and t3.short_name like '%qtry%'
e945,List the names of all files that have been modified since Jan 1 2024?,select short_name from node_file where modified_date >= '2024-01-01'
e946,"Give the names, descriptions and creation dates of all files that begin with the prefix 'dim'.","select short_name, description, creation_date from node_file where short_name like 'dim%'"
e947,Find all columns that were created in the past month and contain the term 'id' in it's name.,select short_name from node_column where short_name like '%id%' and creation_date >= now() - interval '1 month'
e948,Show the columns that have the term 'qty' in their name or quantity in it's description?,select * from node_column where short_name like '%qty%' or description like '%quantity%'
e949,Display the maximum column length for the column named 'cult_name'.,select max_col_length from node_column where short_name = 'cult_name'
e950,Print the count of assets owned by each user account created in the past week?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '7 days' group by t1.node_id, t1.short_name"
e951,"For each user, print a count of assets.","select t1.short_name, count(*) from node as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id,  t1.short_name"
e952,Count the number of columns tagged with the classification 'customer' within each table.,"select t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join edge_assoc_class_col as t3 on t2.target_node_id = t3.target_node_id join node_classification as t4 on t3.source_node_id = t4.node_id where t4.short_name = 'customer' group by t1.node_id, t1.short_name"
e953,Display the creation date and last modified date for the dbo internet sales table.,"select creation_date, modified_date from node_table where short_name = 'fact_internet_sales'"
e954,Print the creation date and modification timestamp for the bill of materials table.,"select creation_date, modified_date from node_table where short_name = 'bill_of_materials'"
e955,Count the number of tables derived from each source table in the past one week.,"select t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '7 days' group by t1.node_id, t1.short_name"
e956,Print the cumulative size of all files added in the last 30 days for each user.,"select t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '30 days' group by t1.node_id, t1.short_name"
e957,Count the tables derived from each source table in the lake in the past 24 hours?,"select t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '24 hours' group by t1.node_id, t1.short_name"
e958,List the names of all accounts that have 'test' in their names or descriptions.,select short_name from node_owner where short_name like '%test%' or description like '%test%'
e959,Display the subfolders for 'part6'.,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part6'
e960,What are the sub folders of the folder 'person'?,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'person'
e961,Display the names and types for columns with the string 'doc' in them.,"select short_name, col_type from node_column where short_name like '%doc%'"
e962,Print names and creation dates of all tables in the lake derived from csv files.,"select t3.short_name, t3.creation_date from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = '.csv'"
e963,"Show the creation date, modified date and description for the column named 'ccid'.","select creation_date, modified_date, description from node_column where short_name = 'ccid'"
e964,Sort all rdbms owners by the number of rdbms they own.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*)"
e965,How many tables are derived from the product vendor table?,select count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'product_vendor'
e966,How many tables are derived from the table 'employee'?,select count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'employee'
e967,Sort all nosql db owners by the number of nosql dbs they own.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_nosql as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*)"
e968,Print the name of all tables in the lake that were derived from xlsx files.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = 'xlsx'
e969,"For each table, print the number of columns containing a description.","select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.description <> '' group by t1.node_id, t1.short_name"
e970,Count the number of directory in directory edges created in the past 10 days.,select count(*) from edge_has_dir_dir where creation_date >= now() - interval '10 days'
e971,Print the name and description of databases whose description contains the string 'vector'.,"select short_name, description from node_database where description like '%vector%'"
e972,Print the name and creation time for directories in the lake.,"select short_name, creation_date from node_directory"
e973,Count the number of tables derived from each table in the past 3 weeks.,"select t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '3 weeks' group by t1.node_id, t1.short_name"
e974,Print a list of directories created in the last 24 hours.,"select short_name, creation_date from node_directory where creation_date >= now() - interval '24 hours'"
e975,Name all the directories inside dbo directory.,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'dbo'
e976,Print the names of all the directories inside the 'person' directory.,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'person'
e977,Print all the data for instances of label association edges created in the past week.,select * from edge_assoc where creation_date >= now() - interval '7 days'
e978,Print all the data for the sales quota table.,select * from node_table where short_name = 'fact_sales_quota'
e979,Print the names of all folders that have a subfolder size greater than 5kb,"select t1.node_id, t1.short_name, avg(t3.dsize) from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having avg(t3.dsize) > 5"
e980,"Print the name, description and creation date of every single nosql database with 'sales' in it's description.","select short_name, description, creation_date from node_nosql where description like '%vehicle%'"
e981,GIve me all the records for a sample of 10 table nodes.,select * from node_table limit 10
e982,List the assets owned by the user with long name 'Jane Doe',select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id where t1.long_name = 'Jane Doe'
e983,Print all the assets belonging to the user with long name 'John Doe',select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id where t1.long_name = 'John Doe'
e984,Print the names and creation dates of the 5 oldest folders in the data lake.,"select short_name, creation_date from node_directory order by creation_date asc limit 5"
e985,Print the name and description of all columns that have 'address' in their name or description.,"select short_name, description from node_column where short_name like '%address%' or description like '%address%'"
e986,Print the name and long name of people who own one or more databases in the lake.,"select distinct t1.short_name, t1.long_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_database as t3 on t2.target_node_id = t3.node_id"
e987,Print the names and descriptions of directories in the data lake that were created in the past 24 hours?,"select short_name, description from node_directory where creation_date >= now() - interval '24 hours'"
e988,"Print the name, type and length of all columns in the lake within tables that have the word 'employee' in their names.","select t3.short_name, t3.col_type, t3.max_col_length from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%employee%'"
e989,"Print the name, type and maximum length of all columns in the lake within tables that have the word 'sales' in their names.","select t3. short_name, t3.col_type, t3.max_col_length from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%sales%'"
e990,Print the names and creation date of the 5 newest derived tables.,"select t1.short_name, t1.creation_date from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.target_node_id order by t1.creation_date desc limit 5"
e991,Count the number of edges for each node.,"select t1.short_name, count(*) from node as t1 join edge as t2 on t1.node_id = t2.source_node_id group by t1.short_name"
e992,Print the names of all tables belonging to the lake admin.,select t1.short_name from node_table as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'lakeadmin'
e993,Print the names of all files owned by 'asmith'.,select t1.short_name from node_file as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'asmith'
e994,"For each classification that has 'product' as a prefix, how many columns are associated with it?","select t1.node_id, t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like 'product%' group by t1.node_id, t1.short_name"
e995,Which are the tables that have a column labeled 'birthday'?,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'birthday'
e996,Which are the tables that have a column labeled 'married'?,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'married'
e997,Print the names of the 10 users who own the most assets.,"select t1.short_name from node as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id order by count(*) desc limit 10"
e998,Give me the creation date and owner for every file in the data lake.,"select t3.short_name, t3.creation_date, t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id"
e999,Show all the people who created business terms in the last 50 days.,select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '50 days'
e1000,Show all the people who created business terms in the last 25 days.,select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '25 days'
e1001,Count the total number of assoc edges.,select count(*) from edge_assoc
e1002,"For each directory, what is the average size of a subdirectory within it?","select t1.short_name, avg(t3.dsize)  from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1003,Count the number of files added to each directory in the past 3 days.,"select t1.short_name, count(*) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id where t2.creation_date <= now() - interval '3 days' group by t1.short_name, t2.source_node_id"
e1004,Print the number of columns for tables that were created in the past 15 days and have more than 10 columns,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '15 days' group by t1.node_id, t1.short_name having count(*) > 10"
e1005,Print the number of labels belonging to each user. Only print it for users who own more than 10 labels.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_label as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) > 25"
e1006,"Give me the table name, number of rows and number of columns for all tables whose name begins with 'fact'.","select short_name, num_rows, num_cols from node_table where short_name like 'fact%'"
e1007,Write out the name and description for all nodes owned by the user 'jdoe'.,"select t1.short_name, t1.description from node as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'jdoe'"
e1008,Count the number of columns inside each table that have a classification label that contains the term 'phone' in it.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join edge_assoc_class_col as t3 on t2.target_node_id = t3.target_node_id join node_classification as t4 on t3.source_node_id = t4.node_id where t4.short_name = 'phone' group by t1.node_id, t1.short_name"
e1009,Print the number of columns in each table for tables created in the last one 45 days.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id where t1.creation_date >= now() - interval '45 days' group by t1.node_id, t1.short_name"
e1010,Print the name of all columns tagged with classification 'date'.,select t3.short_name from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'date'
e1011,Print the name of all columns tagged with classification 'identifier'.,select t3.short_name from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'identifier'
e1012,"Display the name, creation date and last modified date of every nosql database in the lake?","select short_name, creation_date, modified_date from node_nosql"
e1013,Show the names of the 10 people who own the most SQL database nodes.,"select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*) limit 10"
e1014,Return the names of classification labels that were created in the past 2 years.,"select short_name, creation_date from node_classification where creation_date >= now() - interval '2 years'"
e1015,Print the names of all files under the directory 'part1',select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part1'
e1016,Display the names of all files in the directory 'part1',select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part1'
e1017,Count the number of columns that each business term has been assigned to in the past 25 days.,"select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '25 days' group by t1.node_id, t1.short_name"
e1018,Print the name of every user and the number of table nodes belonging to them.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1019,Print the names of all columns of type integer.,select short_name from node_column where col_type = 'int'
e1020,Print the name of each user and the average size of a file owned by them if they own 25 files or more.,"select t1.node_id, t1.short_name, count(*), avg(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) >= 25"
e1021,Print all the fields for the nodes corresponding to the 3 biggest tables in the lake by the number of columns.,select * from node_table order by num_cols limit 3
e1022,Print the number of assets owned by all users with 'uwmadison' in their username.,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%uwmadison%' group by t1.node_id, t1.short_name"
e1023,Sort csv files by their creation date from the newest to the oldest.,select short_name from node_file where extension = '.csv' order by creation_date desc
e1024,How many boolean columns are there in the lake?,select count(*) from node_column where col_type = 'bool'
e1025,Find all columns in the jc table that contains 'hours' in it's name.,select t3.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'job_candidate' and t3.short_name like '%hours%'
e1026,Count the number of assets of each type created in the last 3 days?,"select type_name, count(*) from node where creation_date >= now() - interval '3 days' group by type_name"
e1027,Display the number of columns for all tables that contain at least 50 columns.,select num_cols from node_table where num_cols >= 50
e1028,Print the names of tables that have more than 25 rows.,"select short_name, num_rows from node_table where num_rows > 25"
e1029,Print all fields for the dim sales territory table.,select * from node_table where short_name = 'dim_sales_territory'
e1030,Show the names of all files belonging to the folder 'part1'.,select t3.short_name from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'part1'
e1031,Show the column counts for biz terms that have 'id' in their names.,"select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having t1.short_name like '%id%'"
e1032,"Print short name, long name and description for files within the human resources folder.","select t3.short_name, t3.long_name, t3.description from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'human_resources'"
e1033,"List out the short name, long name and description for files in the HR folder.","select t3.short_name, t3.long_name, t3.description from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.short_name = 'human_resources'"
e1034,Which tables were obtained from files with the prefix 'biz'?,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'biz%'
e1035,"For each column type, print the column type and the number of columns of that type present in the lake.","select col_type, count(*) from node_column group by col_type"
e1036,"For each user account, print the creation date and the number of business terms owned by that account.","select t1.short_name, t1.creation_date, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_business_term as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t1.creation_date"
e1037,Print the names of the 10 people who own the most rnumber of relational databases.,"select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name order by count(*) limit 10"
e1038,Print the names of all string columns created in the past 3 days.,select short_name from node_column where col_type = 'string' and creation_date >= now() - interval '3 days'
e1039,Print out the count of integer type columns in the lake.,select count(*) from node_column where col_type = 'int64'
e1040,Print the names of tables that are unionable with at least one other table.,select distinct t1.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.target_node_id
e1041,How many assets of each type does each user account own?,"select t1.short_name, t3.type_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t3.type_name"
e1042,Print the names and max column length of all boolean type columns.,"select short_name, max_col_length from node_column where col_type = 'bool'"
e1043,How many files belong to each owner node?,"select t1.node_id, t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1044,Print the names of user accounts that own 3 or more relational databases.,"select t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_rdbms as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name having count(*) >= 3"
e1045,Count the number of unionable edges discovered for each table in the past 24 hours.,"select t1.node_id, t1.short_name, count(*) from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id where t2.creation_date >= now() - interval '24 hours' group by t1.node_id, t1.short_name"
e1046,Print the names of tables in the lake that have 5 columns or more.,select short_name from node_table where num_cols >= 5
e1047,"For each different files extension, print out the average size of a file.","select extension, avg(fsize) from node_file group by extension"
e1048,Print the total size of files belonging to each owner node.,"select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1049,"For each business term, count the number of columns against which it is used.","select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.short_name, t2.source_node_id"
e1050,"Print out the name, long name, description and last modification date for the document owner column.","select short_name, long_name, description, modified_date from node_column where short_name = 'doc_owr'"
e1051,Print the names of all the folders belonging to 'mjordan'.,select t1.short_name from node_directory as t1 join edge_own as t2 on t1.node_id = t2.target_node_id join node_owner as t3 on t2.source_node_id = t3.node_id where t3.short_name = 'mjordan'
e1052,Count the number of columns within each table in the lake.,"select short_name, num_cols from node_table"
e1053,Print all fields for the table node instance named 'fact_reseller_sales'.,select * from node_table where short_name = 'fact_reseller_sales'
e1054,Print the name of all tables in the lake derived from excel files.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = 'xlsx'
e1055,Display the name and creation date of all tables in the lake derived from excel files.,"select t3.short_name, t3.creation_date from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.extension = '.xlsx'"
e1056,Show the ids and columns of all columns that have been tagged with business terms.,"select distinct t1.node_id, t1.short_name from node_column as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.target_node_id"
e1057,Count the number of table nodes belonging to each user.,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1058,Print the names of tables that contain the word 'weight' in their names a column that contains the word 'building' in it's name?,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%weight%' and t3.short_name like '%building%'
e1059,Display the name and creation date of tables that contain the word 'weight' in their names a column that contains the word 'building' in it's name?,"select t1.short_name, t1.creation_date from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like '%weight%' and t3.short_name like '%building%'"
e1060,Find tables obtained from the file 'department.csv'.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'department.csv'
e1061,Find tables obtained from the file 'shift.csv'.,select t3.short_name from node_file as t1 join edge_has_file_table as t2 on t1.node_id = t2.source_node_id join node_table as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'shift.csv'
e1062,Print the id and names of columns that are tagged with one or more classifications.,"select distinct t1.node_id, t1.short_name from node_column as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.target_node_id"
e1063,"Select the name, creation date and last modified date for the product description id column.","select short_name, creation_date, modified_date from node_column where short_name = 'p_desc_id'"
e1064,"For each classification asset in the lake that has 'water' as a prefix, how many columns is it used on?","select t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like 'water%' group by t1.node_id, t1.short_name"
e1065,"Print the name, long name, creation date and description for the product model id column.","select short_name, long_name, creation_date, description from node_column where short_name = 'p_model_id'"
e1066,"For each asset, list it's name and the user account that it belongs to.","select t3.short_name, t1.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id"
e1067,Print the name and creation date of each business term.,"select short_name, creation_date from node_business_term"
e1068,Print the type and description for all columns in the table named 'fact_call_center'.,"select t3.col_type, t3.description from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'fact_call_center'"
e1069,Print the type and description for all columns in the table named 'dim_organization'.,"select t3.col_type, t3.description from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'dim_organization'"
e1070,Count the number of assets owned by each owner account that contains the term 'currency' in it's name or description.,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%currency%' or t1.description like '%currency%' group by t1.node_id, t1.short_name"
e1071,Print all fields for the prospective buyer file node.,select * from node_file where short_name = 'prospective_buyer' and extension = 'csv'
e1072,Count the number of columns of type integer that are present in the lake.,select count(*) from node_column where col_type = 'int'
e1073,Print all records created in the past 7 days for edges between tables and columns.,select * from edge_has_table_col where creation_date >= now() - interval '7 days'
e1074,Find all tables whose name contains 'dim' as a prefix and has a column which contains 'd_sales' as a prefix.,select t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name like 'dim%' and t3.short_name like 'd_sales%'
e1075,Show the number of files and directories contained by each directory that has more than 12 sub items.,"select t1.short_name, count(*) from node_directory as t1 join edge_has as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) > 12"
e1076,Identify all classifications with the term 'market' somewhere in it's label.,select short_name from node_classification where short_name like '%market%'
e1077,Print the name and size of the 10 biggest csv files in the lake sorted in descending order of their sizes.,"select short_name, fsize from node_file where extension = 'csv' order by fsize desc limit 10"
e1078,How many columns are associated with each classification label that has 'fact' as a prefix.,"select t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like 'fact%' group by t1.node_id, t1.short_name"
e1079,"For all biz terms that contains the word 'id' in it's name, how many columns are they used against?","select t1.short_name, count(*) from node_business_term as t1 join edge_assoc_term_col as t2 on t1.node_id = t2.source_node_id where t1.short_name like '%id%' group by t1.node_id, t1.short_name"
e1080,Count the number of union possibilities for each table.,"select t1.node_id, t1.short_name from node_table as t1 join edge_unionable_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
e1081,How many assets does the user 'kchan' own?,select count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name = 'kchan'
